x,u_m,u_mm,M,,
4.801,-0.000259592,-0.259592299,-41.46866167,,
4.802,-0.000259601,-0.259600557,-41.47064667,,
4.803,-0.000259609,-0.259608773,-41.47262167,,
4.804,-0.000259617,-0.259616948,-41.47458667,,
4.805,-0.000259625,-0.259625082,-41.47654167,,
4.806,-0.000259633,-0.259633174,-41.47848667,,
4.807,-0.000259641,-0.259641224,-41.48042167,,
4.808,-0.000259649,-0.259649233,-41.48234667,,
4.809,-0.000259657,-0.2596572,-41.48426167,,
4.81,-0.000259665,-0.259665126,-41.48616667,,
4.811,-0.000259673,-0.259673011,-41.48806167,,
4.812,-0.000259681,-0.259680854,-41.48994667,,
4.813,-0.000259689,-0.259688655,-41.49182167,,
4.814,-0.000259696,-0.259696415,-41.49368667,,
4.815,-0.000259704,-0.259704134,-41.49554167,,
4.816,-0.000259712,-0.259711811,-41.49738667,,
4.817,-0.000259719,-0.259719446,-41.49922167,,
4.818,-0.000259727,-0.25972704,-41.50104667,,
4.819,-0.000259735,-0.259734593,-41.50286167,,
4.82,-0.000259742,-0.259742104,-41.50466667,,
4.821,-0.00025975,-0.259749574,-41.50646167,,
4.822,-0.000259757,-0.259757002,-41.50824667,,
4.823,-0.000259764,-0.259764388,-41.51002167,,
4.824,-0.000259772,-0.259771733,-41.51178667,,
4.825,-0.000259779,-0.259779037,-41.51354167,,
4.826,-0.000259786,-0.259786299,-41.51528667,,
4.827,-0.000259794,-0.259793519,-41.51702167,,
4.828,-0.000259801,-0.259800698,-41.51874667,,
4.829,-0.000259808,-0.259807835,-41.52046167,,
4.83,-0.000259815,-0.259814931,-41.52216667,,
4.831,-0.000259822,-0.259821986,-41.52386167,,
4.832,-0.000259829,-0.259828999,-41.52554667,,
4.833,-0.000259836,-0.25983597,-41.52722167,,
4.834,-0.000259843,-0.2598429,-41.52888667,,
4.835,-0.00025985,-0.259849788,-41.53054167,,
4.836,-0.000259857,-0.259856635,-41.53218667,,
4.837,-0.000259863,-0.25986344,-41.53382167,,
4.838,-0.00025987,-0.259870204,-41.53544667,,
4.839,-0.000259877,-0.259876926,-41.53706167,,
4.84,-0.000259884,-0.259883606,-41.53866667,,
4.841,-0.00025989,-0.259890245,-41.54026167,,
4.842,-0.000259897,-0.259896843,-41.54184667,,
4.843,-0.000259903,-0.259903399,-41.54342167,,
4.844,-0.00025991,-0.259909913,-41.54498667,,
4.845,-0.000259916,-0.259916386,-41.54654167,,
4.846,-0.000259923,-0.259922818,-41.54808667,,
4.847,-0.000259929,-0.259929207,-41.54962167,,
4.848,-0.000259936,-0.259935556,-41.55114667,,
4.849,-0.000259942,-0.259941862,-41.55266167,,
4.85,-0.000259948,-0.259948128,-41.55416667,,
4.851,-0.000259954,-0.259954351,-41.55566167,,
4.852,-0.000259961,-0.259960533,-41.55714667,,
4.853,-0.000259967,-0.259966674,-41.55862167,,
4.854,-0.000259973,-0.259972773,-41.56008667,,
4.855,-0.000259979,-0.25997883,-41.56154167,,
4.856,-0.000259985,-0.259984846,-41.56298667,,
4.857,-0.000259991,-0.25999082,-41.56442167,,
4.858,-0.000259997,-0.259996753,-41.56584667,,
4.859,-0.000260003,-0.260002644,-41.56726167,,
4.86,-0.000260008,-0.260008493,-41.56866667,,
4.861,-0.000260014,-0.260014301,-41.57006167,,
4.862,-0.00026002,-0.260020068,-41.57144667,,
4.863,-0.000260026,-0.260025793,-41.57282167,,
4.864,-0.000260031,-0.260031476,-41.57418667,,
4.865,-0.000260037,-0.260037118,-41.57554167,,
4.866,-0.000260043,-0.260042718,-41.57688667,,
4.867,-0.000260048,-0.260048276,-41.57822167,,
4.868,-0.000260054,-0.260053793,-41.57954667,,
4.869,-0.000260059,-0.260059269,-41.58086167,,
4.87,-0.000260065,-0.260064702,-41.58216667,,
4.871,-0.00026007,-0.260070095,-41.58346167,,
4.872,-0.000260075,-0.260075445,-41.58474667,,
4.873,-0.000260081,-0.260080754,-41.58602167,,
4.874,-0.000260086,-0.260086022,-41.58728667,,
4.875,-0.000260091,-0.260091248,-41.58854167,,
4.876,-0.000260096,-0.260096432,-41.58978667,,
4.877,-0.000260102,-0.260101575,-41.59102167,,
4.878,-0.000260107,-0.260106676,-41.59224667,,
4.879,-0.000260112,-0.260111735,-41.59346167,,
4.88,-0.000260117,-0.260116753,-41.59466667,,
4.881,-0.000260122,-0.260121729,-41.59586167,,
4.882,-0.000260127,-0.260126664,-41.59704667,,
4.883,-0.000260132,-0.260131557,-41.59822167,,
4.884,-0.000260136,-0.260136409,-41.59938667,,
4.885,-0.000260141,-0.260141219,-41.60054167,,
4.886,-0.000260146,-0.260145987,-41.60168667,,
4.887,-0.000260151,-0.260150714,-41.60282167,,
4.888,-0.000260155,-0.260155399,-41.60394667,,
4.889,-0.00026016,-0.260160042,-41.60506167,,
4.89,-0.000260165,-0.260164644,-41.60616667,,
4.891,-0.000260169,-0.260169205,-41.60726167,,
4.892,-0.000260174,-0.260173723,-41.60834667,,
4.893,-0.000260178,-0.2601782,-41.60942167,,
4.894,-0.000260183,-0.260182636,-41.61048667,,
4.895,-0.000260187,-0.26018703,-41.61154167,,
4.896,-0.000260191,-0.260191382,-41.61258667,,
4.897,-0.000260196,-0.260195693,-41.61362167,,
4.898,-0.0002602,-0.260199962,-41.61464667,,
4.899,-0.000260204,-0.260204189,-41.61566167,,
4.9,-0.000260208,-0.260208375,-41.61666667,,
4.901,-0.000260213,-0.260212519,-41.61766167,,
4.902,-0.000260217,-0.260216622,-41.61864667,,
4.903,-0.000260221,-0.260220683,-41.61962167,,
4.904,-0.000260225,-0.260224702,-41.62058667,,
4.905,-0.000260229,-0.26022868,-41.62154167,,
4.906,-0.000260233,-0.260232616,-41.62248667,,
4.907,-0.000260237,-0.26023651,-41.62342167,,
4.908,-0.00026024,-0.260240363,-41.62434667,,
4.909,-0.000260244,-0.260244174,-41.62526167,,
4.91,-0.000260248,-0.260247944,-41.62616667,,
4.911,-0.000260252,-0.260251672,-41.62706167,,
4.912,-0.000260255,-0.260255358,-41.62794667,,
4.913,-0.000260259,-0.260259003,-41.62882167,,
4.914,-0.000260263,-0.260262606,-41.62968667,,
4.915,-0.000260266,-0.260266168,-41.63054167,,
4.916,-0.00026027,-0.260269687,-41.63138667,,
4.917,-0.000260273,-0.260273166,-41.63222167,,
4.918,-0.000260277,-0.260276602,-41.63304667,,
4.919,-0.00026028,-0.260279997,-41.63386167,,
4.92,-0.000260283,-0.26028335,-41.63466667,,
4.921,-0.000260287,-0.260286662,-41.63546167,,
4.922,-0.00026029,-0.260289932,-41.63624667,,
4.923,-0.000260293,-0.26029316,-41.63702167,,
4.924,-0.000260296,-0.260296347,-41.63778667,,
4.925,-0.000260299,-0.260299492,-41.63854167,,
4.926,-0.000260303,-0.260302596,-41.63928667,,
4.927,-0.000260306,-0.260305658,-41.64002167,,
4.928,-0.000260309,-0.260308678,-41.64074667,,
4.929,-0.000260312,-0.260311656,-41.64146167,,
4.93,-0.000260315,-0.260314593,-41.64216667,,
4.931,-0.000260317,-0.260317489,-41.64286167,,
4.932,-0.00026032,-0.260320342,-41.64354667,,
4.933,-0.000260323,-0.260323154,-41.64422167,,
4.934,-0.000260326,-0.260325925,-41.64488667,,
4.935,-0.000260329,-0.260328653,-41.64554167,,
4.936,-0.000260331,-0.26033134,-41.64618667,,
4.937,-0.000260334,-0.260333986,-41.64682167,,
4.938,-0.000260337,-0.260336589,-41.64744667,,
4.939,-0.000260339,-0.260339152,-41.64806167,,
4.94,-0.000260342,-0.260341672,-41.64866667,,
4.941,-0.000260344,-0.260344151,-41.64926167,,
4.942,-0.000260347,-0.260346588,-41.64984667,,
4.943,-0.000260349,-0.260348984,-41.65042167,,
4.944,-0.000260351,-0.260351337,-41.65098667,,
4.945,-0.000260354,-0.26035365,-41.65154167,,
4.946,-0.000260356,-0.26035592,-41.65208667,,
4.947,-0.000260358,-0.260358149,-41.65262167,,
4.948,-0.00026036,-0.260360336,-41.65314667,,
4.949,-0.000260362,-0.260362482,-41.65366167,,
4.95,-0.000260365,-0.260364586,-41.65416667,,
4.951,-0.000260367,-0.260366648,-41.65466167,,
4.952,-0.000260369,-0.260368669,-41.65514667,,
4.953,-0.000260371,-0.260370648,-41.65562167,,
4.954,-0.000260373,-0.260372585,-41.65608667,,
4.955,-0.000260374,-0.260374481,-41.65654167,,
4.956,-0.000260376,-0.260376335,-41.65698667,,
4.957,-0.000260378,-0.260378147,-41.65742167,,
4.958,-0.00026038,-0.260379918,-41.65784667,,
4.959,-0.000260382,-0.260381647,-41.65826167,,
4.96,-0.000260383,-0.260383334,-41.65866667,,
4.961,-0.000260385,-0.26038498,-41.65906167,,
4.962,-0.000260387,-0.260386584,-41.65944667,,
4.963,-0.000260388,-0.260388147,-41.65982167,,
4.964,-0.00026039,-0.260389667,-41.66018667,,
4.965,-0.000260391,-0.260391146,-41.66054167,,
4.966,-0.000260393,-0.260392584,-41.66088667,,
4.967,-0.000260394,-0.26039398,-41.66122167,,
4.968,-0.000260395,-0.260395334,-41.66154667,,
4.969,-0.000260397,-0.260396646,-41.66186167,,
4.97,-0.000260398,-0.260397917,-41.66216667,,
4.971,-0.000260399,-0.260399146,-41.66246167,,
4.972,-0.0002604,-0.260400334,-41.66274667,,
4.973,-0.000260401,-0.260401479,-41.66302167,,
4.974,-0.000260403,-0.260402584,-41.66328667,,
4.975,-0.000260404,-0.260403646,-41.66354167,,
4.976,-0.000260405,-0.260404667,-41.66378667,,
4.977,-0.000260406,-0.260405646,-41.66402167,,
4.978,-0.000260407,-0.260406583,-41.66424667,,
4.979,-0.000260407,-0.260407479,-41.66446167,,
4.98,-0.000260408,-0.260408333,-41.66466667,,
4.981,-0.000260409,-0.260409146,-41.66486167,,
4.982,-0.00026041,-0.260409917,-41.66504667,,
4.983,-0.000260411,-0.260410646,-41.66522167,,
4.984,-0.000260411,-0.260411333,-41.66538667,,
4.985,-0.000260412,-0.260411979,-41.66554167,,
4.986,-0.000260413,-0.260412583,-41.66568667,,
4.987,-0.000260413,-0.260413146,-41.66582167,,
4.988,-0.000260414,-0.260413667,-41.66594667,,
4.989,-0.000260414,-0.260414146,-41.66606167,,
4.99,-0.000260415,-0.260414583,-41.66616667,,
4.991,-0.000260415,-0.260414979,-41.66626167,,
4.992,-0.000260415,-0.260415333,-41.66634667,,
4.993,-0.000260416,-0.260415646,-41.66642167,,
4.994,-0.000260416,-0.260415917,-41.66648667,,
4.995,-0.000260416,-0.260416146,-41.66654167,,
4.996,-0.000260416,-0.260416333,-41.66658667,,
4.997,-0.000260416,-0.260416479,-41.66662167,,
4.998,-0.000260417,-0.260416583,-41.66664667,,
4.999,-0.000260417,-0.260416646,-41.66666167,,
5,-0.000260417,-0.260416667,-41.66666667,,
5.001,-0.000260417,-0.260416646,-41.66666167,,
5.002,-0.000260417,-0.260416583,-41.66664667,,
5.003,-0.000260416,-0.260416479,-41.66662167,,
5.004,-0.000260416,-0.260416333,-41.66658667,,
5.005,-0.000260416,-0.260416146,-41.66654167,,
5.006,-0.000260416,-0.260415917,-41.66648667,,
5.007,-0.000260416,-0.260415646,-41.66642167,,
5.008,-0.000260415,-0.260415333,-41.66634667,,
5.009,-0.000260415,-0.260414979,-41.66626167,,
5.01,-0.000260415,-0.260414583,-41.66616667,,
5.011,-0.000260414,-0.260414146,-41.66606167,,
5.012,-0.000260414,-0.260413667,-41.66594667,,
5.013,-0.000260413,-0.260413146,-41.66582167,,
5.014,-0.000260413,-0.260412583,-41.66568667,,
5.015,-0.000260412,-0.260411979,-41.66554167,,
5.016,-0.000260411,-0.260411333,-41.66538667,,
5.017,-0.000260411,-0.260410646,-41.66522167,,
5.018,-0.00026041,-0.260409917,-41.66504667,,
5.019,-0.000260409,-0.260409146,-41.66486167,,
5.02,-0.000260408,-0.260408333,-41.66466667,,
5.021,-0.000260407,-0.260407479,-41.66446167,,
5.022,-0.000260407,-0.260406583,-41.66424667,,
5.023,-0.000260406,-0.260405646,-41.66402167,,
5.024,-0.000260405,-0.260404667,-41.66378667,,
5.025,-0.000260404,-0.260403646,-41.66354167,,
5.026,-0.000260403,-0.260402584,-41.66328667,,
5.027,-0.000260401,-0.260401479,-41.66302167,,
5.028,-0.0002604,-0.260400334,-41.66274667,,
5.029,-0.000260399,-0.260399146,-41.66246167,,
5.03,-0.000260398,-0.260397917,-41.66216667,,
5.031,-0.000260397,-0.260396646,-41.66186167,,
5.032,-0.000260395,-0.260395334,-41.66154667,,
5.033,-0.000260394,-0.26039398,-41.66122167,,
5.034,-0.000260393,-0.260392584,-41.66088667,,
5.035,-0.000260391,-0.260391146,-41.66054167,,
5.036,-0.00026039,-0.260389667,-41.66018667,,
5.037,-0.000260388,-0.260388147,-41.65982167,,
5.038,-0.000260387,-0.260386584,-41.65944667,,
5.039,-0.000260385,-0.26038498,-41.65906167,,
5.04,-0.000260383,-0.260383334,-41.65866667,,
5.041,-0.000260382,-0.260381647,-41.65826167,,
5.042,-0.00026038,-0.260379918,-41.65784667,,
5.043,-0.000260378,-0.260378147,-41.65742167,,
5.044,-0.000260376,-0.260376335,-41.65698667,,
5.045,-0.000260374,-0.260374481,-41.65654167,,
5.046,-0.000260373,-0.260372585,-41.65608667,,
5.047,-0.000260371,-0.260370648,-41.65562167,,
5.048,-0.000260369,-0.260368669,-41.65514667,,
5.049,-0.000260367,-0.260366648,-41.65466167,,
5.05,-0.000260365,-0.260364586,-41.65416667,,
5.051,-0.000260362,-0.260362482,-41.65366167,,
5.052,-0.00026036,-0.260360336,-41.65314667,,
5.053,-0.000260358,-0.260358149,-41.65262167,,
5.054,-0.000260356,-0.26035592,-41.65208667,,
5.055,-0.000260354,-0.26035365,-41.65154167,,
5.056,-0.000260351,-0.260351337,-41.65098667,,
5.057,-0.000260349,-0.260348984,-41.65042167,,
5.058,-0.000260347,-0.260346588,-41.64984667,,
5.059,-0.000260344,-0.260344151,-41.64926167,,
5.06,-0.000260342,-0.260341672,-41.64866667,,
5.061,-0.000260339,-0.260339152,-41.64806167,,
5.062,-0.000260337,-0.260336589,-41.64744667,,
5.063,-0.000260334,-0.260333986,-41.64682167,,
5.064,-0.000260331,-0.26033134,-41.64618667,,
5.065,-0.000260329,-0.260328653,-41.64554167,,
5.066,-0.000260326,-0.260325925,-41.64488667,,
5.067,-0.000260323,-0.260323154,-41.64422167,,
5.068,-0.00026032,-0.260320342,-41.64354667,,
5.069,-0.000260317,-0.260317489,-41.64286167,,
5.07,-0.000260315,-0.260314593,-41.64216667,,
5.071,-0.000260312,-0.260311656,-41.64146167,,
5.072,-0.000260309,-0.260308678,-41.64074667,,
5.073,-0.000260306,-0.260305658,-41.64002167,,
5.074,-0.000260303,-0.260302596,-41.63928667,,
5.075,-0.000260299,-0.260299492,-41.63854167,,
5.076,-0.000260296,-0.260296347,-41.63778667,,
5.077,-0.000260293,-0.26029316,-41.63702167,,
5.078,-0.00026029,-0.260289932,-41.63624667,,
5.079,-0.000260287,-0.260286662,-41.63546167,,
5.08,-0.000260283,-0.26028335,-41.63466667,,
5.081,-0.00026028,-0.260279997,-41.63386167,,
5.082,-0.000260277,-0.260276602,-41.63304667,,
5.083,-0.000260273,-0.260273166,-41.63222167,,
5.084,-0.00026027,-0.260269687,-41.63138667,,
5.085,-0.000260266,-0.260266168,-41.63054167,,
5.086,-0.000260263,-0.260262606,-41.62968667,,
5.087,-0.000260259,-0.260259003,-41.62882167,,
5.088,-0.000260255,-0.260255358,-41.62794667,,
5.089,-0.000260252,-0.260251672,-41.62706167,,
5.09,-0.000260248,-0.260247944,-41.62616667,,
5.091,-0.000260244,-0.260244174,-41.62526167,,
5.092,-0.00026024,-0.260240363,-41.62434667,,
5.093,-0.000260237,-0.26023651,-41.62342167,,
5.094,-0.000260233,-0.260232616,-41.62248667,,
5.095,-0.000260229,-0.26022868,-41.62154167,,
5.096,-0.000260225,-0.260224702,-41.62058667,,
5.097,-0.000260221,-0.260220683,-41.61962167,,
5.098,-0.000260217,-0.260216622,-41.61864667,,
5.099,-0.000260213,-0.260212519,-41.61766167,,
5.1,-0.000260208,-0.260208375,-41.61666667,,
5.101,-0.000260204,-0.260204189,-41.61566167,,
5.102,-0.0002602,-0.260199962,-41.61464667,,
5.103,-0.000260196,-0.260195693,-41.61362167,,
5.104,-0.000260191,-0.260191382,-41.61258667,,
5.105,-0.000260187,-0.26018703,-41.61154167,,
5.106,-0.000260183,-0.260182636,-41.61048667,,
5.107,-0.000260178,-0.2601782,-41.60942167,,
5.108,-0.000260174,-0.260173723,-41.60834667,,
5.109,-0.000260169,-0.260169205,-41.60726167,,
5.11,-0.000260165,-0.260164644,-41.60616667,,
5.111,-0.00026016,-0.260160042,-41.60506167,,
5.112,-0.000260155,-0.260155399,-41.60394667,,
5.113,-0.000260151,-0.260150714,-41.60282167,,
5.114,-0.000260146,-0.260145987,-41.60168667,,
5.115,-0.000260141,-0.260141219,-41.60054167,,
5.116,-0.000260136,-0.260136409,-41.59938667,,
5.117,-0.000260132,-0.260131557,-41.59822167,,
5.118,-0.000260127,-0.260126664,-41.59704667,,
5.119,-0.000260122,-0.260121729,-41.59586167,,
5.12,-0.000260117,-0.260116753,-41.59466667,,
5.121,-0.000260112,-0.260111735,-41.59346167,,
5.122,-0.000260107,-0.260106676,-41.59224667,,
5.123,-0.000260102,-0.260101575,-41.59102167,,
5.124,-0.000260096,-0.260096432,-41.58978667,,
5.125,-0.000260091,-0.260091248,-41.58854167,,
5.126,-0.000260086,-0.260086022,-41.58728667,,
5.127,-0.000260081,-0.260080754,-41.58602167,,
5.128,-0.000260075,-0.260075445,-41.58474667,,
5.129,-0.00026007,-0.260070095,-41.58346167,,
5.13,-0.000260065,-0.260064702,-41.58216667,,
5.131,-0.000260059,-0.260059269,-41.58086167,,
5.132,-0.000260054,-0.260053793,-41.57954667,,
5.133,-0.000260048,-0.260048276,-41.57822167,,
5.134,-0.000260043,-0.260042718,-41.57688667,,
5.135,-0.000260037,-0.260037118,-41.57554167,,
5.136,-0.000260031,-0.260031476,-41.57418667,,
5.137,-0.000260026,-0.260025793,-41.57282167,,
5.138,-0.00026002,-0.260020068,-41.57144667,,
5.139,-0.000260014,-0.260014301,-41.57006167,,
5.14,-0.000260008,-0.260008493,-41.56866667,,
5.141,-0.000260003,-0.260002644,-41.56726167,,
5.142,-0.000259997,-0.259996753,-41.56584667,,
5.143,-0.000259991,-0.25999082,-41.56442167,,
5.144,-0.000259985,-0.259984846,-41.56298667,,
5.145,-0.000259979,-0.25997883,-41.56154167,,
5.146,-0.000259973,-0.259972773,-41.56008667,,
5.147,-0.000259967,-0.259966674,-41.55862167,,
5.148,-0.000259961,-0.259960533,-41.55714667,,
5.149,-0.000259954,-0.259954351,-41.55566167,,
5.15,-0.000259948,-0.259948128,-41.55416667,,
5.151,-0.000259942,-0.259941862,-41.55266167,,
5.152,-0.000259936,-0.259935556,-41.55114667,,
5.153,-0.000259929,-0.259929207,-41.54962167,,
5.154,-0.000259923,-0.259922818,-41.54808667,,
5.155,-0.000259916,-0.259916386,-41.54654167,,
5.156,-0.00025991,-0.259909913,-41.54498667,,
5.157,-0.000259903,-0.259903399,-41.54342167,,
5.158,-0.000259897,-0.259896843,-41.54184667,,
5.159,-0.00025989,-0.259890245,-41.54026167,,
5.16,-0.000259884,-0.259883606,-41.53866667,,
5.161,-0.000259877,-0.259876926,-41.53706167,,
5.162,-0.00025987,-0.259870204,-41.53544667,,
5.163,-0.000259863,-0.25986344,-41.53382167,,
5.164,-0.000259857,-0.259856635,-41.53218667,,
5.165,-0.00025985,-0.259849788,-41.53054167,,
5.166,-0.000259843,-0.2598429,-41.52888667,,
5.167,-0.000259836,-0.25983597,-41.52722167,,
5.168,-0.000259829,-0.259828999,-41.52554667,,
5.169,-0.000259822,-0.259821986,-41.52386167,,
5.17,-0.000259815,-0.259814931,-41.52216667,,
5.171,-0.000259808,-0.259807835,-41.52046167,,
5.172,-0.000259801,-0.259800698,-41.51874667,,
5.173,-0.000259794,-0.259793519,-41.51702167,,
5.174,-0.000259786,-0.259786299,-41.51528667,,
5.175,-0.000259779,-0.259779037,-41.51354167,,
5.176,-0.000259772,-0.259771733,-41.51178667,,
5.177,-0.000259764,-0.259764388,-41.51002167,,
5.178,-0.000259757,-0.259757002,-41.50824667,,
5.179,-0.00025975,-0.259749574,-41.50646167,,
5.18,-0.000259742,-0.259742104,-41.50466667,,
5.181,-0.000259735,-0.259734593,-41.50286167,,
5.182,-0.000259727,-0.25972704,-41.50104667,,
5.183,-0.000259719,-0.259719446,-41.49922167,,
5.184,-0.000259712,-0.259711811,-41.49738667,,
5.185,-0.000259704,-0.259704134,-41.49554167,,
5.186,-0.000259696,-0.259696415,-41.49368667,,
5.187,-0.000259689,-0.259688655,-41.49182167,,
5.188,-0.000259681,-0.259680854,-41.48994667,,
5.189,-0.000259673,-0.259673011,-41.48806167,,
5.19,-0.000259665,-0.259665126,-41.48616667,,
5.191,-0.000259657,-0.2596572,-41.48426167,,
5.192,-0.000259649,-0.259649233,-41.48234667,,
5.193,-0.000259641,-0.259641224,-41.48042167,,
5.194,-0.000259633,-0.259633174,-41.47848667,,
5.195,-0.000259625,-0.259625082,-41.47654167,,
5.196,-0.000259617,-0.259616948,-41.47458667,,
5.197,-0.000259609,-0.259608773,-41.47262167,,
5.198,-0.000259601,-0.259600557,-41.47064667,,
5.199,-0.000259592,-0.259592299,-41.46866167,,
5.2,-0.000259584,-0.259584,-41.46666667,,
5.201,-0.000259576,-0.259575659,-41.46466167,,
5.202,-0.000259567,-0.259567277,-41.46264667,,
5.203,-0.000259559,-0.259558853,-41.46062167,,
5.204,-0.00025955,-0.259550388,-41.45858667,,
5.205,-0.000259542,-0.259541882,-41.45654167,,
5.206,-0.000259533,-0.259533334,-41.45448667,,
5.207,-0.000259525,-0.259524744,-41.45242167,,
5.208,-0.000259516,-0.259516113,-41.45034667,,
5.209,-0.000259507,-0.259507441,-41.44826167,,
5.21,-0.000259499,-0.259498727,-41.44616667,,
5.211,-0.00025949,-0.259489972,-41.44406167,,
5.212,-0.000259481,-0.259481175,-41.44194667,,
5.213,-0.000259472,-0.259472337,-41.43982167,,
5.214,-0.000259463,-0.259463457,-41.43768667,,
5.215,-0.000259455,-0.259454536,-41.43554167,,
5.216,-0.000259446,-0.259445574,-41.43338667,,
5.217,-0.000259437,-0.25943657,-41.43122167,,
5.218,-0.000259428,-0.259427524,-41.42904667,,
5.219,-0.000259418,-0.259418438,-41.42686167,,
5.22,-0.000259409,-0.259409309,-41.42466667,,
5.221,-0.0002594,-0.25940014,-41.42246167,,
5.222,-0.000259391,-0.259390929,-41.42024667,,
5.223,-0.000259382,-0.259381676,-41.41802167,,
5.224,-0.000259372,-0.259372382,-41.41578667,,
5.225,-0.000259363,-0.259363047,-41.41354167,,
5.226,-0.000259354,-0.25935367,-41.41128667,,
5.227,-0.000259344,-0.259344252,-41.40902167,,
