x,u_m,u_mm,M,,,,,
0.532,-0.000254554,-0.254553709,-40.25154667,,,,,
0.533,-0.000254532,-0.254531774,-40.24622167,,,,,
0.534,-0.00025451,-0.254509797,-40.24088667,,,,,
0.535,-0.000254488,-0.254487781,-40.23554167,,,,,
0.536,-0.000254466,-0.254465725,-40.23018667,,,,,
0.537,-0.000254444,-0.254443628,-40.22482167,,,,,
0.538,-0.000254421,-0.254421491,-40.21944667,,,,,
0.539,-0.000254399,-0.254399314,-40.21406167,,,,,
0.54,-0.000254377,-0.254377096,-40.20866667,,,,,
0.541,-0.000254355,-0.254354838,-40.20326167,,,,,
0.542,-0.000254333,-0.254332541,-40.19784667,,,,,
0.543,-0.00025431,-0.254310202,-40.19242167,,,,,
0.544,-0.000254288,-0.254287824,-40.18698667,,,,,
0.545,-0.000254265,-0.254265406,-40.18154167,,,,,
0.546,-0.000254243,-0.254242947,-40.17608667,,,,,
0.547,-0.00025422,-0.254220448,-40.17062167,,,,,
0.548,-0.000254198,-0.254197909,-40.16514667,,,,,
0.549,-0.000254175,-0.25417533,-40.15966167,,,,,
0.55,-0.000254153,-0.254152711,-40.15416667,,,,,
0.551,-0.00025413,-0.254130051,-40.14866167,,,,,
0.552,-0.000254107,-0.254107352,-40.14314667,,,,,
0.553,-0.000254085,-0.254084612,-40.13762167,,,,,
0.554,-0.000254062,-0.254061832,-40.13208667,,,,,
0.555,-0.000254039,-0.254039012,-40.12654167,,,,,
0.556,-0.000254016,-0.254016152,-40.12098667,,,,,
0.557,-0.000253993,-0.253993252,-40.11542167,,,,,
0.558,-0.00025397,-0.253970311,-40.10984667,,,,,
0.559,-0.000253947,-0.253947331,-40.10426167,,,,,
0.56,-0.000253924,-0.25392431,-40.09866667,,,,,
0.561,-0.000253901,-0.25390125,-40.09306167,,,,,
0.562,-0.000253878,-0.253878149,-40.08744667,,,,,
0.563,-0.000253855,-0.253855008,-40.08182167,,,,,
0.564,-0.000253832,-0.253831827,-40.07618667,,,,,
0.565,-0.000253809,-0.253808606,-40.07054167,,,,,
0.566,-0.000253785,-0.253785345,-40.06488667,,,,,
0.567,-0.000253762,-0.253762044,-40.05922167,,,,,
0.568,-0.000253739,-0.253738703,-40.05354667,,,,,
0.569,-0.000253715,-0.253715321,-40.04786167,,,,,
0.57,-0.000253692,-0.2536919,-40.04216667,,,,,
0.571,-0.000253668,-0.253668439,-40.03646167,,,,,
0.572,-0.000253645,-0.253644937,-40.03074667,,,,,
0.573,-0.000253621,-0.253621396,-40.02502167,,,,,
0.574,-0.000253598,-0.253597814,-40.01928667,,,,,
0.575,-0.000253574,-0.253574193,-40.01354167,,,,,
0.576,-0.000253551,-0.253550531,-40.00778667,,,,,
0.577,-0.000253527,-0.25352683,-40.00202167,,,,,
0.578,-0.000253503,-0.253503088,-39.99624667,,,,,
0.579,-0.000253479,-0.253479307,-39.99046167,,,,,
0.58,-0.000253455,-0.253455485,-39.98466667,,,,,
0.581,-0.000253432,-0.253431624,-39.97886167,,,,,
0.582,-0.000253408,-0.253407722,-39.97304667,,,,,
0.583,-0.000253384,-0.253383781,-39.96722167,,,,,
0.584,-0.00025336,-0.2533598,-39.96138667,,,,,
0.585,-0.000253336,-0.253335778,-39.95554167,,,,,
0.586,-0.000253312,-0.253311717,-39.94968667,,,,,
0.587,-0.000253288,-0.253287616,-39.94382167,,,,,
0.588,-0.000253263,-0.253263475,-39.93794667,,,,,
0.589,-0.000253239,-0.253239293,-39.93206167,,,,,
0.59,-0.000253215,-0.253215072,-39.92616667,,,,,
0.591,-0.000253191,-0.253190811,-39.92026167,,,,,
0.592,-0.000253167,-0.25316651,-39.91434667,,,,,
0.593,-0.000253142,-0.25314217,-39.90842167,,,,,
0.594,-0.000253118,-0.253117789,-39.90248667,,,,,
0.595,-0.000253093,-0.253093368,-39.89654167,,,,,
0.596,-0.000253069,-0.253068908,-39.89058667,,,,,
0.597,-0.000253044,-0.253044407,-39.88462167,,,,,
0.598,-0.00025302,-0.253019867,-39.87864667,,,,,
0.599,-0.000252995,-0.252995287,-39.87266167,,,,,
0.6,-0.000252971,-0.252970667,-39.86666667,,,,,
0.601,-0.000252946,-0.252946007,-39.86066167,,,,,
0.602,-0.000252921,-0.252921307,-39.85464667,,,,,
0.603,-0.000252897,-0.252896567,-39.84862167,,,,,
0.604,-0.000252872,-0.252871788,-39.84258667,,,,,
0.605,-0.000252847,-0.252846968,-39.83654167,,,,,
0.606,-0.000252822,-0.252822109,-39.83048667,,,,,
0.607,-0.000252797,-0.25279721,-39.82442167,,,,,
0.608,-0.000252772,-0.252772271,-39.81834667,,,,,
0.609,-0.000252747,-0.252747293,-39.81226167,,,,,
0.61,-0.000252722,-0.252722274,-39.80616667,,,,,
0.611,-0.000252697,-0.252697216,-39.80006167,,,,,
0.612,-0.000252672,-0.252672118,-39.79394667,,,,,
0.613,-0.000252647,-0.25264698,-39.78782167,,,,,
0.614,-0.000252622,-0.252621802,-39.78168667,,,,,
0.615,-0.000252597,-0.252596585,-39.77554167,,,,,
0.616,-0.000252571,-0.252571328,-39.76938667,,,,,
0.617,-0.000252546,-0.252546031,-39.76322167,,,,,
0.618,-0.000252521,-0.252520694,-39.75704667,,,,,
0.619,-0.000252495,-0.252495318,-39.75086167,,,,,
0.62,-0.00025247,-0.252469901,-39.74466667,,,,,
0.621,-0.000252444,-0.252444445,-39.73846167,,,,,
0.622,-0.000252419,-0.25241895,-39.73224667,,,,,
0.623,-0.000252393,-0.252393414,-39.72602167,,,,,
0.624,-0.000252368,-0.252367839,-39.71978667,,,,,
0.625,-0.000252342,-0.252342224,-39.71354167,,,,,
0.626,-0.000252317,-0.252316569,-39.70728667,,,,,
0.627,-0.000252291,-0.252290875,-39.70102167,,,,,
0.628,-0.000252265,-0.252265141,-39.69474667,,,,,
0.629,-0.000252239,-0.252239367,-39.68846167,,,,,
0.63,-0.000252214,-0.252213554,-39.68216667,,,,,
0.631,-0.000252188,-0.252187701,-39.67586167,,,,,
0.632,-0.000252162,-0.252161808,-39.66954667,,,,,
0.633,-0.000252136,-0.252135876,-39.66322167,,,,,
0.634,-0.00025211,-0.252109904,-39.65688667,,,,,
0.635,-0.000252084,-0.252083892,-39.65054167,,,,,
0.636,-0.000252058,-0.25205784,-39.64418667,,,,,
0.637,-0.000252032,-0.252031749,-39.63782167,,,,,
0.638,-0.000252006,-0.252005619,-39.63144667,,,,,
0.639,-0.000251979,-0.251979448,-39.62506167,,,,,
0.64,-0.000251953,-0.251953238,-39.61866667,,,,,
0.641,-0.000251927,-0.251926989,-39.61226167,,,,,
0.642,-0.000251901,-0.2519007,-39.60584667,,,,,
0.643,-0.000251874,-0.251874371,-39.59942167,,,,,
0.644,-0.000251848,-0.251848002,-39.59298667,,,,,
0.645,-0.000251822,-0.251821595,-39.58654167,,,,,
0.646,-0.000251795,-0.251795147,-39.58008667,,,,,
0.647,-0.000251769,-0.25176866,-39.57362167,,,,,
0.648,-0.000251742,-0.251742133,-39.56714667,,,,,
0.649,-0.000251716,-0.251715567,-39.56066167,,,,,
0.65,-0.000251689,-0.251688961,-39.55416667,,,,,
0.651,-0.000251662,-0.251662316,-39.54766167,,,,,
0.652,-0.000251636,-0.251635631,-39.54114667,,,,,
0.653,-0.000251609,-0.251608906,-39.53462167,,,,,
0.654,-0.000251582,-0.251582142,-39.52808667,,,,,
0.655,-0.000251555,-0.251555339,-39.52154167,,,,,
0.656,-0.000251528,-0.251528495,-39.51498667,,,,,
0.657,-0.000251502,-0.251501613,-39.50842167,,,,,
0.658,-0.000251475,-0.251474691,-39.50184667,,,,,
0.659,-0.000251448,-0.251447729,-39.49526167,,,,,
0.66,-0.000251421,-0.251420728,-39.48866667,,,,,
0.661,-0.000251394,-0.251393687,-39.48206167,,,,,
0.662,-0.000251367,-0.251366607,-39.47544667,,,,,
0.663,-0.000251339,-0.251339488,-39.46882167,,,,,
0.664,-0.000251312,-0.251312329,-39.46218667,,,,,
0.665,-0.000251285,-0.25128513,-39.45554167,,,,,
0.666,-0.000251258,-0.251257892,-39.44888667,,,,,
0.667,-0.000251231,-0.251230615,-39.44222167,,,,,
0.668,-0.000251203,-0.251203298,-39.43554667,,,,,
0.669,-0.000251176,-0.251175942,-39.42886167,,,,,
0.67,-0.000251149,-0.251148546,-39.42216667,,,,,
0.671,-0.000251121,-0.251121111,-39.41546167,,,,,
0.672,-0.000251094,-0.251093637,-39.40874667,,,,,
0.673,-0.000251066,-0.251066123,-39.40202167,,,,,
0.674,-0.000251039,-0.251038569,-39.39528667,,,,,
0.675,-0.000251011,-0.251010977,-39.38854167,,,,,
0.676,-0.000250983,-0.250983345,-39.38178667,,,,,
0.677,-0.000250956,-0.250955673,-39.37502167,,,,,
0.678,-0.000250928,-0.250927962,-39.36824667,,,,,
0.679,-0.0002509,-0.250900212,-39.36146167,,,,,
0.68,-0.000250872,-0.250872422,-39.35466667,,,,,
0.681,-0.000250845,-0.250844593,-39.34786167,,,,,
0.682,-0.000250817,-0.250816725,-39.34104667,,,,,
0.683,-0.000250789,-0.250788817,-39.33422167,,,,,
0.684,-0.000250761,-0.250760871,-39.32738667,,,,,
0.685,-0.000250733,-0.250732884,-39.32054167,,,,,
0.686,-0.000250705,-0.250704859,-39.31368667,,,,,
0.687,-0.000250677,-0.250676794,-39.30682167,,,,,
0.688,-0.000250649,-0.250648689,-39.29994667,,,,,
0.689,-0.000250621,-0.250620546,-39.29306167,,,,,
0.69,-0.000250592,-0.250592363,-39.28616667,,,,,
0.691,-0.000250564,-0.250564141,-39.27926167,,,,,
0.692,-0.000250536,-0.250535879,-39.27234667,,,,,
0.693,-0.000250508,-0.250507579,-39.26542167,,,,,
0.694,-0.000250479,-0.250479239,-39.25848667,,,,,
0.695,-0.000250451,-0.25045086,-39.25154167,,,,,
0.696,-0.000250422,-0.250422441,-39.24458667,,,,,
0.697,-0.000250394,-0.250393983,-39.23762167,,,,,
0.698,-0.000250365,-0.250365487,-39.23064667,,,,,
0.699,-0.000250337,-0.25033695,-39.22366167,,,,,
0.7,-0.000250308,-0.250308375,-39.21666667,,,,,
0.701,-0.00025028,-0.25027976,-39.20966167,,,,,
0.702,-0.000250251,-0.250251107,-39.20264667,,,,,
0.703,-0.000250222,-0.250222414,-39.19562167,,,,,
0.704,-0.000250194,-0.250193681,-39.18858667,,,,,
0.705,-0.000250165,-0.25016491,-39.18154167,,,,,
0.706,-0.000250136,-0.250136099,-39.17448667,,,,,
0.707,-0.000250107,-0.25010725,-39.16742167,,,,,
0.708,-0.000250078,-0.250078361,-39.16034667,,,,,
0.709,-0.000250049,-0.250049433,-39.15326167,,,,,
0.71,-0.00025002,-0.250020465,-39.14616667,,,,,
0.711,-0.000249991,-0.249991459,-39.13906167,,,,,
0.712,-0.000249962,-0.249962413,-39.13194667,,,,,
0.713,-0.000249933,-0.249933329,-39.12482167,,,,,
0.714,-0.000249904,-0.249904205,-39.11768667,,,,,
0.715,-0.000249875,-0.249875042,-39.11054167,,,,,
0.716,-0.000249846,-0.24984584,-39.10338667,,,,,
0.717,-0.000249817,-0.249816599,-39.09622167,,,,,
0.718,-0.000249787,-0.249787319,-39.08904667,,,,,
0.719,-0.000249758,-0.249757999,-39.08186167,,,,,
0.72,-0.000249729,-0.249728641,-39.07466667,,,,,
0.721,-0.000249699,-0.249699244,-39.06746167,,,,,
0.722,-0.00024967,-0.249669807,-39.06024667,,,,,
0.723,-0.00024964,-0.249640332,-39.05302167,,,,,
0.724,-0.000249611,-0.249610817,-39.04578667,,,,,
0.725,-0.000249581,-0.249581263,-39.03854167,,,,,
0.726,-0.000249552,-0.24955167,-39.03128667,,,,,
0.727,-0.000249522,-0.249522039,-39.02402167,,,,,
0.728,-0.000249492,-0.249492368,-39.01674667,,,,,
0.729,-0.000249463,-0.249462658,-39.00946167,,,,,
0.73,-0.000249433,-0.249432909,-39.00216667,,,,,
0.731,-0.000249403,-0.249403122,-38.99486167,,,,,
0.732,-0.000249373,-0.249373295,-38.98754667,,,,,
0.733,-0.000249343,-0.249343429,-38.98022167,,,,,
0.734,-0.000249314,-0.249313524,-38.97288667,,,,,
0.735,-0.000249284,-0.24928358,-38.96554167,,,,,
0.736,-0.000249254,-0.249253598,-38.95818667,,,,,
0.737,-0.000249224,-0.249223576,-38.95082167,,,,,
0.738,-0.000249194,-0.249193515,-38.94344667,,,,,
0.739,-0.000249163,-0.249163416,-38.93606167,,,,,
0.74,-0.000249133,-0.249133277,-38.92866667,,,,,
0.741,-0.000249103,-0.2491031,-38.92126167,,,,,
0.742,-0.000249073,-0.249072884,-38.91384667,,,,,
0.743,-0.000249043,-0.249042628,-38.90642167,,,,,
0.744,-0.000249012,-0.249012334,-38.89898667,,,,,
0.745,-0.000248982,-0.248982001,-38.89154167,,,,,
0.746,-0.000248952,-0.248951629,-38.88408667,,,,,
0.747,-0.000248921,-0.248921218,-38.87662167,,,,,
0.748,-0.000248891,-0.248890769,-38.86914667,,,,,
0.749,-0.00024886,-0.24886028,-38.86166167,,,,,
0.75,-0.00024883,-0.248829753,-38.85416667,,,,,
0.751,-0.000248799,-0.248799186,-38.84666167,,,,,
0.752,-0.000248769,-0.248768581,-38.83914667,,,,,
0.753,-0.000248738,-0.248737937,-38.83162167,,,,,
0.754,-0.000248707,-0.248707254,-38.82408667,,,,,
0.755,-0.000248677,-0.248676533,-38.81654167,,,,,
0.756,-0.000248646,-0.248645772,-38.80898667,,,,,
0.757,-0.000248615,-0.248614973,-38.80142167,,,,,
0.758,-0.000248584,-0.248584135,-38.79384667,,,,,
0.759,-0.000248553,-0.248553258,-38.78626167,,,,,
0.76,-0.000248522,-0.248522342,-38.77866667,,,,,
0.761,-0.000248491,-0.248491388,-38.77106167,,,,,
0.762,-0.00024846,-0.248460395,-38.76344667,,,,,
0.763,-0.000248429,-0.248429363,-38.75582167,,,,,
0.764,-0.000248398,-0.248398292,-38.74818667,,,,,
0.765,-0.000248367,-0.248367183,-38.74054167,,,,,
0.766,-0.000248336,-0.248336034,-38.73288667,,,,,
0.767,-0.000248305,-0.248304847,-38.72522167,,,,,
0.768,-0.000248274,-0.248273622,-38.71754667,,,,,
0.769,-0.000248242,-0.248242357,-38.70986167,,,,,
0.77,-0.000248211,-0.248211054,-38.70216667,,,,,
0.771,-0.00024818,-0.248179713,-38.69446167,,,,,
0.772,-0.000248148,-0.248148332,-38.68674667,,,,,
0.773,-0.000248117,-0.248116913,-38.67902167,,,,,
0.774,-0.000248085,-0.248085455,-38.67128667,,,,,
0.775,-0.000248054,-0.248053958,-38.66354167,,,,,
0.776,-0.000248022,-0.248022423,-38.65578667,,,,,
0.777,-0.000247991,-0.247990849,-38.64802167,,,,,
0.778,-0.000247959,-0.247959237,-38.64024667,,,,,
0.779,-0.000247928,-0.247927586,-38.63246167,,,,,
0.78,-0.000247896,-0.247895896,-38.62466667,,,,,
0.781,-0.000247864,-0.247864168,-38.61686167,,,,,
0.782,-0.000247832,-0.247832401,-38.60904667,,,,,
0.783,-0.000247801,-0.247800595,-38.60122167,,,,,
0.784,-0.000247769,-0.247768751,-38.59338667,,,,,
0.785,-0.000247737,-0.247736868,-38.58554167,,,,,
0.786,-0.000247705,-0.247704947,-38.57768667,,,,,
0.787,-0.000247673,-0.247672987,-38.56982167,,,,,
0.788,-0.000247641,-0.247640988,-38.56194667,,,,,
0.789,-0.000247609,-0.247608951,-38.55406167,,,,,
0.79,-0.000247577,-0.247576875,-38.54616667,,,,,
0.791,-0.000247545,-0.247544761,-38.53826167,,,,,
0.792,-0.000247513,-0.247512608,-38.53034667,,,,,
0.793,-0.00024748,-0.247480417,-38.52242167,,,,,
0.794,-0.000247448,-0.247448187,-38.51448667,,,,,
0.795,-0.000247416,-0.247415919,-38.50654167,,,,,
0.796,-0.000247384,-0.247383612,-38.49858667,,,,,
0.797,-0.000247351,-0.247351267,-38.49062167,,,,,
0.798,-0.000247319,-0.247318883,-38.48264667,,,,,
0.799,-0.000247286,-0.247286461,-38.47466167,,,,,
0.8,-0.000247254,-0.247254,-38.46666667,,,,,
0.801,-0.000247222,-0.247221501,-38.45866167,,,,,
0.802,-0.000247189,-0.247188963,-38.45064667,,,,,
0.803,-0.000247156,-0.247156387,-38.44262167,,,,,
0.804,-0.000247124,-0.247123772,-38.43458667,,,,,
0.805,-0.000247091,-0.247091119,-38.42654167,,,,,
0.806,-0.000247058,-0.247058428,-38.41848667,,,,,
0.807,-0.000247026,-0.247025698,-38.41042167,,,,,
0.808,-0.000246993,-0.24699293,-38.40234667,,,,,
0.809,-0.00024696,-0.246960123,-38.39426167,,,,,
0.81,-0.000246927,-0.246927278,-38.38616667,,,,,
0.811,-0.000246894,-0.246894395,-38.37806167,,,,,
0.812,-0.000246861,-0.246861473,-38.36994667,,,,,
0.813,-0.000246829,-0.246828513,-38.36182167,,,,,
0.814,-0.000246796,-0.246795514,-38.35368667,,,,,
0.815,-0.000246762,-0.246762477,-38.34554167,,,,,
0.816,-0.000246729,-0.246729402,-38.33738667,,,,,
0.817,-0.000246696,-0.246696288,-38.32922167,,,,,
0.818,-0.000246663,-0.246663136,-38.32104667,,,,,
0.819,-0.00024663,-0.246629946,-38.31286167,,,,,
0.82,-0.000246597,-0.246596717,-38.30466667,,,,,
0.821,-0.000246563,-0.246563451,-38.29646167,,,,,
0.822,-0.00024653,-0.246530145,-38.28824667,,,,,
0.823,-0.000246497,-0.246496802,-38.28002167,,,,,
0.824,-0.000246463,-0.24646342,-38.27178667,,,,,
0.825,-0.00024643,-0.24643,-38.26354167,,,,,
0.826,-0.000246397,-0.246396542,-38.25528667,,,,,
0.827,-0.000246363,-0.246363045,-38.24702167,,,,,
0.828,-0.00024633,-0.246329511,-38.23874667,,,,,
0.829,-0.000246296,-0.246295938,-38.23046167,,,,,
0.83,-0.000246262,-0.246262326,-38.22216667,,,,,
0.831,-0.000246229,-0.246228677,-38.21386167,,,,,
0.832,-0.000246195,-0.246194989,-38.20554667,,,,,
0.833,-0.000246161,-0.246161263,-38.19722167,,,,,
0.834,-0.000246127,-0.246127499,-38.18888667,,,,,
0.835,-0.000246094,-0.246093697,-38.18054167,,,,,
0.836,-0.00024606,-0.246059857,-38.17218667,,,,,
0.837,-0.000246026,-0.246025978,-38.16382167,,,,,
0.838,-0.000245992,-0.245992061,-38.15544667,,,,,
0.839,-0.000245958,-0.245958106,-38.14706167,,,,,
0.84,-0.000245924,-0.245924113,-38.13866667,,,,,
0.841,-0.00024589,-0.245890082,-38.13026167,,,,,
0.842,-0.000245856,-0.245856012,-38.12184667,,,,,
0.843,-0.000245822,-0.245821905,-38.11342167,,,,,
0.844,-0.000245788,-0.245787759,-38.10498667,,,,,
0.845,-0.000245754,-0.245753576,-38.09654167,,,,,
0.846,-0.000245719,-0.245719354,-38.08808667,,,,,
0.847,-0.000245685,-0.245685094,-38.07962167,,,,,
0.848,-0.000245651,-0.245650796,-38.07114667,,,,,
0.849,-0.000245616,-0.24561646,-38.06266167,,,,,
0.85,-0.000245582,-0.245582086,-38.05416667,,,,,
0.851,-0.000245548,-0.245547674,-38.04566167,,,,,
0.852,-0.000245513,-0.245513224,-38.03714667,,,,,
0.853,-0.000245479,-0.245478735,-38.02862167,,,,,
0.854,-0.000245444,-0.245444209,-38.02008667,,,,,
0.855,-0.00024541,-0.245409645,-38.01154167,,,,,
0.856,-0.000245375,-0.245375043,-38.00298667,,,,,
0.857,-0.00024534,-0.245340402,-37.99442167,,,,,
0.858,-0.000245306,-0.245305724,-37.98584667,,,,,
0.859,-0.000245271,-0.245271008,-37.97726167,,,,,
0.86,-0.000245236,-0.245236253,-37.96866667,,,,,
0.861,-0.000245201,-0.245201461,-37.96006167,,,,,
0.862,-0.000245167,-0.245166631,-37.95144667,,,,,
0.863,-0.000245132,-0.245131763,-37.94282167,,,,,
0.864,-0.000245097,-0.245096857,-37.93418667,,,,,
0.865,-0.000245062,-0.245061913,-37.92554167,,,,,
0.866,-0.000245027,-0.245026931,-37.91688667,,,,,
0.867,-0.000244992,-0.244991911,-37.90822167,,,,,
0.868,-0.000244957,-0.244956853,-37.89954667,,,,,
0.869,-0.000244922,-0.244921758,-37.89086167,,,,,
0.87,-0.000244887,-0.244886624,-37.88216667,,,,,
0.871,-0.000244851,-0.244851453,-37.87346167,,,,,
0.872,-0.000244816,-0.244816243,-37.86474667,,,,,
0.873,-0.000244781,-0.244780996,-37.85602167,,,,,
0.874,-0.000244746,-0.244745711,-37.84728667,,,,,
0.875,-0.00024471,-0.244710388,-37.83854167,,,,,
0.876,-0.000244675,-0.244675027,-37.82978667,,,,,
0.877,-0.00024464,-0.244639629,-37.82102167,,,,,
0.878,-0.000244604,-0.244604193,-37.81224667,,,,,
0.879,-0.000244569,-0.244568718,-37.80346167,,,,,
0.88,-0.000244533,-0.244533206,-37.79466667,,,,,
0.881,-0.000244498,-0.244497657,-37.78586167,,,,,
0.882,-0.000244462,-0.244462069,-37.77704667,,,,,
0.883,-0.000244426,-0.244426444,-37.76822167,,,,,
0.884,-0.000244391,-0.244390781,-37.75938667,,,,,
0.885,-0.000244355,-0.24435508,-37.75054167,,,,,
0.886,-0.000244319,-0.244319341,-37.74168667,,,,,
0.887,-0.000244284,-0.244283565,-37.73282167,,,,,
0.888,-0.000244248,-0.244247751,-37.72394667,,,,,
0.889,-0.000244212,-0.244211899,-37.71506167,,,,,
0.89,-0.000244176,-0.244176009,-37.70616667,,,,,
0.891,-0.00024414,-0.244140082,-37.69726167,,,,,
0.892,-0.000244104,-0.244104117,-37.68834667,,,,,
0.893,-0.000244068,-0.244068115,-37.67942167,,,,,
0.894,-0.000244032,-0.244032074,-37.67048667,,,,,
0.895,-0.000243996,-0.243995996,-37.66154167,,,,,
0.896,-0.00024396,-0.243959881,-37.65258667,,,,,
0.897,-0.000243924,-0.243923727,-37.64362167,,,,,
0.898,-0.000243888,-0.243887536,-37.63464667,,,,,
0.899,-0.000243851,-0.243851308,-37.62566167,,,,,
0.9,-0.000243815,-0.243815042,-37.61666667,,,,,
0.901,-0.000243779,-0.243778738,-37.60766167,,,,,
0.902,-0.000243742,-0.243742396,-37.59864667,,,,,
0.903,-0.000243706,-0.243706017,-37.58962167,,,,,
0.904,-0.00024367,-0.243669601,-37.58058667,,,,,
0.905,-0.000243633,-0.243633147,-37.57154167,,,,,
0.906,-0.000243597,-0.243596655,-37.56248667,,,,,
0.907,-0.00024356,-0.243560126,-37.55342167,,,,,
0.908,-0.000243524,-0.243523559,-37.54434667,,,,,
0.909,-0.000243487,-0.243486954,-37.53526167,,,,,
0.91,-0.00024345,-0.243450312,-37.52616667,,,,,
0.911,-0.000243414,-0.243413633,-37.51706167,,,,,
0.912,-0.000243377,-0.243376916,-37.50794667,,,,,
0.913,-0.00024334,-0.243340161,-37.49882167,,,,,
0.914,-0.000243303,-0.243303369,-37.48968667,,,,,
0.915,-0.000243267,-0.24326654,-37.48054167,,,,,
0.916,-0.00024323,-0.243229673,-37.47138667,,,,,
0.917,-0.000243193,-0.243192768,-37.46222167,,,,,
0.918,-0.000243156,-0.243155827,-37.45304667,,,,,
0.919,-0.000243119,-0.243118847,-37.44386167,,,,,
0.92,-0.000243082,-0.24308183,-37.43466667,,,,,
0.921,-0.000243045,-0.243044776,-37.42546167,,,,,
0.922,-0.000243008,-0.243007685,-37.41624667,,,,,
0.923,-0.000242971,-0.242970555,-37.40702167,,,,,
0.924,-0.000242933,-0.242933389,-37.39778667,,,,,
0.925,-0.000242896,-0.242896185,-37.38854167,,,,,
0.926,-0.000242859,-0.242858944,-37.37928667,,,,,
0.927,-0.000242822,-0.242821665,-37.37002167,,,,,
0.928,-0.000242784,-0.242784349,-37.36074667,,,,,
0.929,-0.000242747,-0.242746996,-37.35146167,,,,,
0.93,-0.00024271,-0.242709605,-37.34216667,,,,,
0.931,-0.000242672,-0.242672177,-37.33286167,,,,,
0.932,-0.000242635,-0.242634712,-37.32354667,,,,,
0.933,-0.000242597,-0.242597209,-37.31422167,,,,,
0.934,-0.00024256,-0.242559669,-37.30488667,,,,,
0.935,-0.000242522,-0.242522091,-37.29554167,,,,,
0.936,-0.000242484,-0.242484477,-37.28618667,,,,,
0.937,-0.000242447,-0.242446825,-37.27682167,,,,,
0.938,-0.000242409,-0.242409136,-37.26744667,,,,,
0.939,-0.000242371,-0.242371409,-37.25806167,,,,,
0.94,-0.000242334,-0.242333645,-37.24866667,,,,,
0.941,-0.000242296,-0.242295844,-37.23926167,,,,,
0.942,-0.000242258,-0.242258006,-37.22984667,,,,,
0.943,-0.00024222,-0.242220131,-37.22042167,,,,,
0.944,-0.000242182,-0.242182218,-37.21098667,,,,,
0.945,-0.000242144,-0.242144268,-37.20154167,,,,,
0.946,-0.000242106,-0.242106281,-37.19208667,,,,,
0.947,-0.000242068,-0.242068257,-37.18262167,,,,,
0.948,-0.00024203,-0.242030195,-37.17314667,,,,,
0.949,-0.000241992,-0.241992097,-37.16366167,,,,,
0.95,-0.000241954,-0.241953961,-37.15416667,,,,,
0.951,-0.000241916,-0.241915788,-37.14466167,,,,,
0.952,-0.000241878,-0.241877578,-37.13514667,,,,,
0.953,-0.000241839,-0.241839331,-37.12562167,,,,,
0.954,-0.000241801,-0.241801046,-37.11608667,,,,,
